User_ID,First_Name,Last_Name,Name,Paid_User,Churn
220,William,Miller,William Miller,0,0
221,Charlie,Evans,Charlie Evans,1,0
222,Jack,Brown,Jack Brown,0,0
223,Thomas,Evans,Thomas Evans,0,0
224,Fritz,Muller,Fritz Muller,0,0
225,Charlie,Davies,Charlie Davies,0,0
226,Jacob,Thomas,Jacob Thomas,0,1
227,Fritz,Wagner,Fritz Wagner,0,0
228,Francois,Moreau,Francois Moreau,1,0
229,Harry,Jones,Harry Jones,0,0
230,Oscar,Smith,Oscar Smith,0,0
231,Peter,Wagner,Peter Wagner,0,0
232,John,Moore,John Moore,1,1
233,Jacques,Richard,Jacques Richard,0,0
234,John,Miller,John Miller,1,0
235,Pierre,Thomas,Pierre Thomas,1,0
236,David,Wilson,David Wilson,0,0
237,Jurgen,Muller,Jurgen Muller,0,0
238,Philippe,Moreau,Philippe Moreau,1,0
239,Jacob,Williams,Jacob Williams,0,0
240,Philippe,Richard,Philippe Richard,1,0
241,Noah,Jones,Noah Jones,0,0
242,Richard,Williams,Richard Williams,0,0
243,Charlie,Brown,Charlie Brown,1,0
244,Pierre,Leroy,Pierre Leroy,1,0
245,Robert,Miller,Robert Miller,1,0
246,Pierre,Martin,Pierre Martin,0,0
247,Joseph,Jones,Joseph Jones,0,0
248,Pierre,Martin,Pierre Martin,1,0
249,Oscar,Thomas,Oscar Thomas,0,0
250,Uwe,Hoffmann,Uwe Hoffmann,0,0
251,Oscar,Taylor,Oscar Taylor,1,0
252,David,Miller,David Miller,0,0
253,Francois,Dubois,Francois Dubois,0,0
254,Wolfgang,Wagner,Wolfgang Wagner,0,0
255,George,Brown,George Brown,1,0
256,Wolfgang,Schulz,Wolfgang Schulz,0,0
257,Jacob,Jones,Jacob Jones,1,0
258,Uwe,Muller,Uwe Muller,0,1
259,Charles,Smith,Charles Smith,0,0
260,Heinz,Weber,Heinz Weber,1,0
261,Klaus,Becker,Klaus Becker,1,0
262,Jack,Wilson,Jack Wilson,0,0
263,Jacob,Davies,Jacob Davies,1,0
264,Wolfgang,Schmidt,Wolfgang Schmidt,1,0
265,Wolfgang,Meyer,Wolfgang Meyer,1,0
266,Jean,Richard,Jean Richard,0,1
267,Henri,Moreau,Henri Moreau,0,0
268,Thomas,Taylor,Thomas Taylor,0,0
269,Pierre,Moreau,Pierre Moreau,0,0
270,Francois,Petit,Francois Petit,0,0
271,Pierre,Dubois,Pierre Dubois,0,0
272,Oscar,Smith,Oscar Smith,1,0
273,Robert,Taylor,Robert Taylor,0,0
274,Andre,Thomas,Andre Thomas,0,0
275,Jacob,Wilson,Jacob Wilson,0,0
276,Muhammad,Jones,Muhammad Jones,0,0
277,Noah,Roberts,Noah Roberts,1,0
278,Philippe,Moreau,Philippe Moreau,0,1
279,Henri,Martin,Henri Martin,1,0
280,Richard,Moore,Richard Moore,0,0
281,Oscar,Davies,Oscar Davies,1,0
282,Francois,Petit,Francois Petit,1,0
283,Alain,Martin,Alain Martin,1,0
284,Richard,Brown,Richard Brown,0,0
285,Henri,Durand,Henri Durand,0,0
286,Heinz,Schneider,Heinz Schneider,0,0
287,Jurgen,Schneider,Jurgen Schneider,0,0
288,Jacques,Thomas,Jacques Thomas,1,0
289,Muhammad,Wilson,Muhammad Wilson,1,0
290,Thomas,Davis,Thomas Davis,0,0
291,George,Smith,George Smith,1,0
292,William,Williams,William Williams,0,0
293,Michael,Miller,Michael Miller,0,0
294,George,Wilson,George Wilson,1,0
295,Gunter,Becker,Gunter Becker,1,0
296,George,Davies,George Davies,1,0
297,Wolfgang,Meyer,Wolfgang Meyer,1,1
298,Noah,Smith,Noah Smith,0,0
299,Luc,Robert,Luc Robert,0,0
300,Klaus,Becker,Klaus Becker,0,0
301,Werner,Becker,Werner Becker,0,1
302,Philippe,Martin,Philippe Martin,0,0
303,Jurgen,Schmidt,Jurgen Schmidt,0,0
304,Joseph,Miller,Joseph Miller,1,0
305,Peter,Wagner,Peter Wagner,1,0
306,John,Davis,John Davis,1,0
307,Philippe,Thomas,Philippe Thomas,1,0
308,Gunter,Muller,Gunter Muller,0,0
309,Michel,Martin,Michel Martin,0,0
310,Oscar,Taylor,Oscar Taylor,0,0
311,Pierre,Petit,Pierre Petit,0,0
312,Richard,Williams,Richard Williams,1,0
313,Richard,Taylor,Richard Taylor,1,0
314,Oliver,Wilson,Oliver Wilson,0,0
315,Werner,Muller,Werner Muller,0,0
316,David,Brown,David Brown,1,0
317,Michael,Jones,Michael Jones,0,0
318,Jean,Thomas,Jean Thomas,0,1
319,Andre,Thomas,Andre Thomas,1,0
320,Philippe,Petit,Philippe Petit,1,0
321,Oscar,Taylor,Oscar Taylor,1,0
322,William,Johnson,William Johnson,1,1
323,Thomas,Smith,Thomas Smith,1,0
324,William,Jones,William Jones,1,1
325,Muhammad,Davies,Muhammad Davies,1,1
326,David,Smith,David Smith,0,0
327,James,Wilson,James Wilson,0,0
328,Jacques,Durand,Jacques Durand,1,0
329,Robert,Moore,Robert Moore,1,0
330,Michel,Richard,Michel Richard,1,0
331,Oscar,Smith,Oscar Smith,1,1
332,John,Wilson,John Wilson,0,0
333,Alain,Richard,Alain Richard,0,0
334,Henri,Bernard,Henri Bernard,1,0
335,Jacques,Robert,Jacques Robert,1,0
336,Alain,Leroy,Alain Leroy,1,0
337,William,Wilson,William Wilson,0,0
338,Thomas,Davis,Thomas Davis,0,0
339,Thomas,Smith,Thomas Smith,0,0
340,Jurgen,Muller,Jurgen Muller,1,0
341,Luc,Durand,Luc Durand,1,0
342,Jean,Martin,Jean Martin,0,0
343,Pierre,Thomas,Pierre Thomas,0,1
344,Peter,Hoffmann,Peter Hoffmann,0,0
345,Alain,Richard,Alain Richard,1,0
346,Andre,Petit,Andre Petit,0,1
347,Jurgen,Schmidt,Jurgen Schmidt,0,0
348,George,Evans,George Evans,0,0
349,Jurgen,Schmidt,Jurgen Schmidt,1,0
350,William,Moore,William Moore,1,0
351,Jacob,Brown,Jacob Brown,1,0
352,Francois,Dubois,Francois Dubois,1,0
353,Alain,Richard,Alain Richard,0,0
354,Thomas,Williams,Thomas Williams,1,0
355,George,Smith,George Smith,0,0
356,Muhammad,Brown,Muhammad Brown,0,1
357,Gunter,Schneider,Gunter Schneider,0,0
358,William,Johnson,William Johnson,1,0
359,Thomas,Davis,Thomas Davis,0,0
360,Oliver,Roberts,Oliver Roberts,0,0
361,Hans,Schulz,Hans Schulz,0,0
362,Peter,Meyer,Peter Meyer,0,0
363,John,Davis,John Davis,0,0
364,Wolfgang,Weber,Wolfgang Weber,0,0
365,William,Wilson,William Wilson,0,1
366,James,Williams,James Williams,1,0
367,Jean,Dubois,Jean Dubois,1,0
368,Muhammad,Brown,Muhammad Brown,0,0
369,Jack,Jones,Jack Jones,1,0
370,George,Wilson,George Wilson,1,0
371,Jean,Richard,Jean Richard,1,0
372,Pierre,Durand,Pierre Durand,0,1
373,Gunter,Schmidt,Gunter Schmidt,0,0
374,Jacob,Williams,Jacob Williams,1,1
375,Robert,Jones,Robert Jones,0,0
376,William,Johnson,William Johnson,0,1
377,Charles,Davis,Charles Davis,0,1
378,William,Williams,William Williams,0,0
379,Jurgen,Schmidt,Jurgen Schmidt,0,1
380,Michael,Jones,Michael Jones,0,1
381,Thomas,Smith,Thomas Smith,1,0
382,George,Jones,George Jones,0,0
383,Jean,Bernard,Jean Bernard,0,0
384,Richard,Miller,Richard Miller,1,0
385,Joseph,Moore,Joseph Moore,0,0
386,Jack,Williams,Jack Williams,1,0
387,Harry,Taylor,Harry Taylor,0,0
388,Jack,Jones,Jack Jones,0,0
389,Thomas,Wilson,Thomas Wilson,1,0
390,Thomas,Jones,Thomas Jones,1,1
391,Gunter,Schulz,Gunter Schulz,1,0
392,Noah,Wilson,Noah Wilson,0,0
393,Joseph,Williams,Joseph Williams,0,1
394,Robert,Jones,Robert Jones,0,0
395,Jacques,Moreau,Jacques Moreau,1,0
396,Henri,Leroy,Henri Leroy,0,0
397,George,Brown,George Brown,1,0
398,Henri,Robert,Henri Robert,0,0
399,Richard,Johnson,Richard Johnson,0,0
400,Heinz,Wagner,Heinz Wagner,0,0
401,Robert,Brown,Robert Brown,1,0
402,Harry,Smith,Harry Smith,1,0
403,Fritz,Wagner,Fritz Wagner,1,0
404,Michael,Miller,Michael Miller,1,0
405,Jacques,Thomas,Jacques Thomas,1,0
406,Robert,Taylor,Robert Taylor,0,0
407,Harry,Taylor,Harry Taylor,0,0
408,Harry,Thomas,Harry Thomas,0,0
409,Werner,Wagner,Werner Wagner,0,0
410,William,Johnson,William Johnson,0,1
411,Charles,Davis,Charles Davis,0,0
412,Michael,Moore,Michael Moore,1,0
413,Michael,Jones,Michael Jones,1,1
414,Klaus,Meyer,Klaus Meyer,0,0
415,Andre,Petit,Andre Petit,1,0
416,Jack,Brown,Jack Brown,0,0
417,Michel,Durand,Michel Durand,1,0
418,Gunter,Schmidt,Gunter Schmidt,1,0
419,Thomas,Thomas,Thomas Thomas,0,0
420,David,Taylor,David Taylor,1,0
421,Richard,Williams,Richard Williams,1,0
422,James,Brown,James Brown,1,0
423,George,Brown,George Brown,1,0
424,Robert,Williams,Robert Williams,0,0
425,William,Davis,William Davis,0,0
426,Jean,Petit,Jean Petit,0,0
427,Noah,Williams,Noah Williams,1,1
428,Luc,Martin,Luc Martin,0,0
429,Andre,Richard,Andre Richard,0,0
430,Jacques,Robert,Jacques Robert,1,0
431,Muhammad,Davies,Muhammad Davies,1,1
432,Robert,Taylor,Robert Taylor,1,0
433,Hans,Wagner,Hans Wagner,1,1
434,Klaus,Schneider,Klaus Schneider,0,1
435,George,Smith,George Smith,1,0
436,Richard,Taylor,Richard Taylor,1,0
437,Noah,Jones,Noah Jones,0,0
438,Jurgen,Schmidt,Jurgen Schmidt,1,0
439,Harry,Davies,Harry Davies,0,0
440,Thomas,Miller,Thomas Miller,0,0
441,Andre,Robert,Andre Robert,0,0
442,Jack,Taylor,Jack Taylor,0,0
443,Harry,Smith,Harry Smith,1,0
444,David,Taylor,David Taylor,0,0
445,Fritz,Muller,Fritz Muller,1,0
446,Muhammad,Brown,Muhammad Brown,1,1
447,Jean,Petit,Jean Petit,0,1
448,Andre,Richard,Andre Richard,0,0
449,Richard,Smith,Richard Smith,0,0
450,James,Jones,James Jones,0,0
451,Philippe,Dubois,Philippe Dubois,1,0
452,Pierre,Robert,Pierre Robert,1,0
453,Fritz,Schneider,Fritz Schneider,1,0
454,Jack,Roberts,Jack Roberts,1,0
455,Thomas,Taylor,Thomas Taylor,0,0
456,Michael,Miller,Michael Miller,1,0
457,Heinz,Schulz,Heinz Schulz,0,0
458,Henri,Durand,Henri Durand,1,0
459,Noah,Williams,Noah Williams,1,0
460,David,Miller,David Miller,0,0
461,David,Brown,David Brown,0,0
462,David,Davis,David Davis,1,0
463,Jurgen,Weber,Jurgen Weber,0,0
464,Jacob,Taylor,Jacob Taylor,0,1
465,Wolfgang,Wagner,Wolfgang Wagner,0,0
466,Richard,Moore,Richard Moore,0,0
467,George,Evans,George Evans,0,1
468,Jean,Richard,Jean Richard,1,0
469,Andre,Durand,Andre Durand,1,0
470,Peter,Schulz,Peter Schulz,0,0
471,Werner,Hoffmann,Werner Hoffmann,1,0
472,Klaus,Muller,Klaus Muller,0,1
473,David,Davis,David Davis,0,0
474,John,Brown,John Brown,0,0
475,David,Taylor,David Taylor,0,0
476,Harry,Brown,Harry Brown,1,0
477,Muhammad,Thomas,Muhammad Thomas,1,0
478,Harry,Jones,Harry Jones,1,0
479,Gunter,Wagner,Gunter Wagner,1,0
480,Noah,Taylor,Noah Taylor,0,0
481,James,Miller,James Miller,0,0
482,Oscar,Williams,Oscar Williams,1,0
483,David,Moore,David Moore,0,0
484,Jurgen,Schmidt,Jurgen Schmidt,0,0
485,Noah,Brown,Noah Brown,0,0
486,Joseph,Moore,Joseph Moore,0,0
487,Thomas,Taylor,Thomas Taylor,1,0
488,Charlie,Evans,Charlie Evans,1,0
489,Wolfgang,Muller,Wolfgang Muller,1,0
490,Jack,Wilson,Jack Wilson,0,0
491,Harry,Taylor,Harry Taylor,1,0
492,Muhammad,Williams,Muhammad Williams,0,0
493,Jurgen,Schulz,Jurgen Schulz,1,0
494,Jacob,Smith,Jacob Smith,1,0
495,Henri,Martin,Henri Martin,1,0
496,Richard,Wilson,Richard Wilson,0,0
497,Werner,Muller,Werner Muller,1,0
498,Muhammad,Thomas,Muhammad Thomas,0,0
499,Jack,Davies,Jack Davies,1,0
500,Harry,Evans,Harry Evans,0,0
501,Fritz,Schmidt,Fritz Schmidt,1,0
502,Werner,Wagner,Werner Wagner,0,0
503,Charles,Williams,Charles Williams,0,0
504,Richard,Miller,Richard Miller,1,0
505,Peter,Hoffmann,Peter Hoffmann,0,0
506,Muhammad,Smith,Muhammad Smith,0,0
507,Thomas,Taylor,Thomas Taylor,1,0
508,James,Moore,James Moore,1,0
509,Noah,Evans,Noah Evans,1,0
510,Gunter,Meyer,Gunter Meyer,0,0
511,Philippe,Robert,Philippe Robert,1,0
512,Joseph,Jones,Joseph Jones,1,0
513,James,Smith,James Smith,1,1
514,Harry,Wilson,Harry Wilson,1,1
515,Charlie,Evans,Charlie Evans,0,0
516,Thomas,Smith,Thomas Smith,0,0
517,Werner,Schulz,Werner Schulz,0,1
518,Klaus,Schulz,Klaus Schulz,0,0
519,Noah,Williams,Noah Williams,1,0
520,Klaus,Weber,Klaus Weber,0,0
521,William,Williams,William Williams,0,0
522,Robert,Williams,Robert Williams,1,0
523,Michel,Petit,Michel Petit,1,0
524,Francois,Leroy,Francois Leroy,1,0
525,Werner,Weber,Werner Weber,0,0
526,David,Williams,David Williams,1,0
527,Charlie,Evans,Charlie Evans,0,1
528,Harry,Smith,Harry Smith,0,0
529,John,Williams,John Williams,0,1
530,Charlie,Roberts,Charlie Roberts,1,0
531,Thomas,Thomas,Thomas Thomas,1,1
532,Francois,Moreau,Francois Moreau,0,0
533,John,Davis,John Davis,1,1
534,Wolfgang,Schneider,Wolfgang Schneider,1,0
535,Charles,Davis,Charles Davis,1,0
536,David,Taylor,David Taylor,1,0
537,Jacques,Martin,Jacques Martin,0,0
538,Alain,Robert,Alain Robert,0,1
539,Gunter,Schmidt,Gunter Schmidt,1,1
540,Richard,Williams,Richard Williams,1,0
541,Heinz,Schulz,Heinz Schulz,0,0
542,George,Williams,George Williams,1,0
543,Jack,Brown,Jack Brown,0,0
544,Oscar,Smith,Oscar Smith,0,0
545,Robert,Jones,Robert Jones,0,0
546,Jacob,Taylor,Jacob Taylor,0,1
547,Uwe,Wagner,Uwe Wagner,0,0
548,Noah,Evans,Noah Evans,1,0
549,Joseph,Williams,Joseph Williams,1,0
550,Philippe,Leroy,Philippe Leroy,1,0
551,James,Wilson,James Wilson,0,0
552,Fritz,Hoffmann,Fritz Hoffmann,0,0
553,Uwe,Meyer,Uwe Meyer,0,0
554,Pierre,Moreau,Pierre Moreau,0,0
555,Charlie,Jones,Charlie Jones,0,1
556,Joseph,Miller,Joseph Miller,0,0
557,Jacques,Dubois,Jacques Dubois,1,0
558,John,Jones,John Jones,0,0
559,Werner,Schneider,Werner Schneider,1,0
560,James,Moore,James Moore,1,0
561,Michel,Durand,Michel Durand,0,1
562,Jurgen,Schneider,Jurgen Schneider,0,0
563,Charles,Johnson,Charles Johnson,0,0
564,Francois,Moreau,Francois Moreau,1,1
565,Jack,Jones,Jack Jones,0,0
566,Thomas,Smith,Thomas Smith,0,1
567,Michel,Leroy,Michel Leroy,0,0
568,Jack,Thomas,Jack Thomas,1,0
569,Thomas,Davis,Thomas Davis,0,0
570,Andre,Durand,Andre Durand,0,0
571,Joseph,Taylor,Joseph Taylor,0,0
572,Wolfgang,Fischer,Wolfgang Fischer,1,0
573,Philippe,Dubois,Philippe Dubois,1,0
574,Fritz,Meyer,Fritz Meyer,1,0
575,Michael,Smith,Michael Smith,0,0
576,Fritz,Wagner,Fritz Wagner,0,0
577,Andre,Bernard,Andre Bernard,0,0
578,Noah,Jones,Noah Jones,0,1
579,Jacob,Smith,Jacob Smith,0,0
580,Muhammad,Brown,Muhammad Brown,1,0
581,Jean,Moreau,Jean Moreau,0,1
582,Philippe,Martin,Philippe Martin,0,0
583,Hans,Fischer,Hans Fischer,1,0
584,Klaus,Schneider,Klaus Schneider,0,0
585,George,Taylor,George Taylor,1,0
586,Fritz,Schmidt,Fritz Schmidt,0,0
587,John,Brown,John Brown,1,0
588,Thomas,Wilson,Thomas Wilson,1,1
589,William,Moore,William Moore,1,0
590,Klaus,Wagner,Klaus Wagner,0,0
591,Klaus,Weber,Klaus Weber,1,0
592,Jack,Jones,Jack Jones,1,1
593,Jacob,Taylor,Jacob Taylor,1,1
594,David,Jones,David Jones,0,0
595,Werner,Fischer,Werner Fischer,0,0
596,Alain,Petit,Alain Petit,0,0
597,Fritz,Meyer,Fritz Meyer,1,0
598,David,Brown,David Brown,1,1
599,Gunter,Meyer,Gunter Meyer,0,1
600,David,Johnson,David Johnson,0,0
601,Noah,Evans,Noah Evans,0,0
602,Henri,Petit,Henri Petit,0,1
603,Luc,Petit,Luc Petit,0,1
604,Charles,Davis,Charles Davis,0,0
605,Pierre,Martin,Pierre Martin,0,0
606,Noah,Roberts,Noah Roberts,0,1
607,Luc,Dubois,Luc Dubois,0,1
608,Fritz,Hoffmann,Fritz Hoffmann,0,0
609,Noah,Thomas,Noah Thomas,0,0
610,Alain,Moreau,Alain Moreau,0,1
611,Richard,Taylor,Richard Taylor,0,0
612,Klaus,Schmidt,Klaus Schmidt,1,0
613,James,Wilson,James Wilson,1,1
614,Michel,Bernard,Michel Bernard,0,1
615,Jacques,Leroy,Jacques Leroy,0,0
616,William,Miller,William Miller,0,0
617,Pierre,Robert,Pierre Robert,1,0
618,Thomas,Miller,Thomas Miller,0,0
619,Jurgen,Schulz,Jurgen Schulz,0,0
